year,state,population,in_poverty,poverty_rate,median_household_income,deep_poverty_rate,median_rent,unemployment_rate,without_health_insurance,supplemental_poverty_measure
2015,Utah,2855909,351601,0.1231135165721316,62912.0,0.0525513943196369,887,0.04,0.1322252629888492,0.1125745074140198
2015,Vermont,601732,69233,0.1150562044232316,56990.0,0.049689895169278,895,0.038,0.058276399492632,0.1020778844569048
2015,Virginia,8008050,921822,0.1151119186318766,66262.0,0.0534936719925574,1116,0.055,0.1138926419738473,0.111832409171048
2015,Washington,6850693,908512,0.1326160725637537,64129.0,0.0601920126912707,1014,0.06,0.1144767718576379,0.1219034422973755
2015,West Virginia,1797793,323384,0.1798783285951163,42019.0,0.0794646547183129,643,0.073,0.114562664618086,0.1793451103566122
2015,Wisconsin,5589889,724348,0.1295818217499489,55638.0,0.0554746257036588,776,0.043,0.0791029085469649,0.1206293771617247
2015,Wyoming,565647,64995,0.1149038181056383,60214.0,0.0500559536247871,789,0.048,0.1338166742079067,0.1108210630784579
2015,District of Columbia,613291,110365,0.179955355614219,75628.0,0.0976583709853886,1327,0.073,0.0581376352869103,0.173190162798753
2016,Alabama,4720592,868666,0.1840163267657954,46257.0,0.0808140165470771,728,0.064,0.1161277477054017,0.1708868969016914
2016,Alaska,719064,72826,0.1012788847724263,76440.0,0.0445899113291723,1173,0.08,0.1691501955217935,0.0988524354667609
2016,Arizona,6573523,1165636,0.1773228754200753,53558.0,0.0837683233176486,937,0.065,0.1362609140796102,0.1635575205084906
2016,Arkansas,2881404,542431,0.1882523242141678,44334.0,0.0785283840794279,689,0.051,0.1233353067604399,0.1722279145665366
2016,California,37913144,6004257,0.1583687440957152,67739.0,0.0685816243569776,1297,0.065,0.1259224517133401,0.1434706978048961
2016,Colorado,5241057,637938,0.1217193402017951,65685.0,0.0540452050034945,1057,0.047,0.1086224851828383,0.1104612323204854
2016,Connecticut,3479672,360464,0.103591372979982,73433.0,0.0482717911343368,1094,0.064,0.071345143712878,0.0977451020517571
2016,Delaware,908973,109448,0.1204084169716812,61757.0,0.0575429633223429,1039,0.057,0.0747358378211564,0.1167495986466191
2016,Florida,19514334,3139258,0.1608693384052973,50860.0,0.0702983253233238,1032,0.06,0.1636667917524136,0.1472666848989037
2016,Georgia,9829056,1746894,0.1777275457582091,53559.0,0.0808974941235455,897,0.06,0.1580070895635,0.1596594530328625
2016,Hawaii,1375928,148577,0.1079831212098307,74511.0,0.0523537568826275,1456,0.044,0.051885622358859,0.0932525431072329
2016,Idaho,1604369,244585,0.1524493430127358,51807.0,0.0615500548813895,764,0.047,0.1350666433808092,0.1436803518351777
2016,Illinois,12548538,1753731,0.1397558026281627,60960.0,0.0639109512199748,925,0.063,0.0973415012210637,0.1296992966837377
2016,Indiana,6388926,957694,0.1498990597167661,52314.0,0.0681604388593638,758,0.05,0.1152407547560527,0.1408525737765366
2016,Iowa,3005808,369828,0.1230377988214816,56247.0,0.0550477608682923,715,0.039,0.0635693516781512,0.1175645869909591
2016,Kansas,2816191,373162,0.1325059273323436,54935.0,0.0562451197379723,775,0.045,0.1047929245827921,0.1212174400466547
2016,Kentucky,4275202,804139,0.1880938023513275,46659.0,0.0798818395013849,690,0.06,0.0960812800977594,0.1847100910384458
2016,Louisiana,4514625,889570,0.1970418362543954,45146.0,0.0879736412215854,800,0.07,0.1411527873910907,0.2019761474715118
2016,Maine,1294446,174405,0.1347333144835705,53079.0,0.0518113540464414,790,0.044,0.0948029154691803,0.1248091199571595
2016,Maryland,5819563,576835,0.0991199854696993,78945.0,0.0474925694592532,1264,0.054,0.0811413066088855,0.0966319127779179
2016,Massachusetts,6506029,740836,0.113869151213436,75297.0,0.0530577100102074,1129,0.053,0.032129202125864,0.1044373281267563
2016,Michigan,9683865,1575066,0.1626484879745845,52492.0,0.0738318842734796,799,0.062,0.0840548808864808,0.1496483161091042
2016,Minnesota,5327019,577196,0.1083525326265966,65599.0,0.0468620442314923,873,0.038,0.0609275241809519,0.0988213728394476
2016,Mississippi,2893091,645553,0.2231360852458495,41754.0,0.1004548422431233,723,0.077,0.1463216601735976,0.2083615922325533
2016,Missouri,5876366,897755,0.152773840159037,51746.0,0.067298054614025,759,0.049,0.1132388758065378,0.1398999160892161
2016,Montana,998314,148677,0.1489280927644007,50027.0,0.063748479937174,732,0.048,0.1371472281253162,0.1332259442788317
2016,Nebraska,1827191,227021,0.1242459053268103,56927.0,0.0520990963725193,745,0.037,0.0968335106316949,0.1142329108207203
2016,Nevada,2798543,417257,0.1490979413216091,55180.0,0.0678924711894725,984,0.067,0.1616891027332678,0.1378789929054903
2016,New Hampshire,1285437,109690,0.0853328478953071,70936.0,0.0366326782253817,1021,0.036,0.084406029525176,0.0729647012393064
2016,New Jersey,8739058,949341,0.1086319601037091,76126.0,0.0492707566421918,1213,0.06,0.106604991723906,0.1044431675421834
2016,New Mexico,2042014,426814,0.2090161967547724,46748.0,0.0923666537056063,792,0.075,0.1436394734028191,0.1983197422441061
2016,New York,19186062,2967564,0.1546729078640525,62909.0,0.0688252232271531,1159,0.059,0.0857472888156387,0.1473112237325897
2016,North Carolina,9685511,1631704,0.1684685506009956,50584.0,0.07320512051455,816,0.062,0.1323864719012164,0.1539424357575986
2016,North Dakota,710355,79314,0.1116540321388601,60656.0,0.0539209268605134,736,0.0279999999999999,0.0861196259398705,0.1072265595640094
2016,Ohio,11267500,1732839,0.153790903039716,52334.0,0.0713870867539383,743,0.057,0.0849998935515826,0.1457715553828556
2016,Oklahoma,3760050,621155,0.1651986010824324,49176.0,0.0720022340128455,742,0.06,0.156568370263109,0.1628529300045072
2016,Oregon,3905386,614223,0.1572758749071154,57532.0,0.0698878420724609,941,0.057,0.1041674327217656,0.1334852060988119
2016,Pennsylvania,12369671,1647762,0.1332098485076927,56907.0,0.0596721610461587,859,0.0579999999999999,0.0795109668846333,0.1287202496455442
2016,Rhode Island,1013916,140161,0.1382372898741118,60596.0,0.0599369178511829,938,0.059,0.0803422852916705,0.1278994223795442
2016,South Carolina,4693266,806422,0.1718253344259626,49501.0,0.0780673842053699,811,0.063,0.1325879794961186,0.1526755246794936
2016,South Dakota,822334,115300,0.1402106686577473,54467.0,0.0636906658365092,676,0.039,0.1032921741592037,0.1325248539338725
2016,Tennessee,6386751,1100169,0.172258007240301,48547.0,0.0749991662427422,782,0.055,0.1175872459913333,0.1576779094324084
2016,Texas,26334005,4397307,0.1669820826721951,56565.0,0.0697743089211078,911,0.0559999999999999,0.1931657727966316,0.1564571776130972
2016,Utah,2901465,338808,0.116771355160238,65977.0,0.0505141368239837,912,0.0409999999999999,0.1198615723730538,0.1021594142498971
2016,Vermont,601538,69673,0.1158247691750147,57677.0,0.0511887860783524,913,0.039,0.0528993124975814,0.1188664121437748
2016,Virginia,8060892,921664,0.1143377184559723,68114.0,0.0537101849274249,1135,0.05,0.1067656519893026,0.10988152960914
2016,Washington,6939622,883256,0.1272772493948517,67106.0,0.0583827188282013,1056,0.054,0.0982802527294249,0.1125847609087705
2016,West Virginia,1792808,318060,0.1774088469038514,43385.0,0.0788773811808068,658,0.076,0.0961832665990151,0.1792570336065854
2016,Wisconsin,5603274,713472,0.1273312709676521,56811.0,0.0543803497740785,789,0.0409999999999999,0.071945941940808,0.1175370631768488
2016,Wyoming,568943,65762,0.1155862713839523,59882.0,0.0491068525318002,802,0.0559999999999999,0.1278572649065973,0.1132116764040065
2016,District of Columbia,624954,112060,0.1793091971569107,75506.0,0.0981160213391705,1362,0.069,0.0515516079122208,0.1857596803231355
2017,Alabama,4729116,849699,0.1796739602073622,48123.0,0.0784256507981618,747,0.0579999999999999,0.1073280354296609,0.1688891881428114
2017,Alaska,719983,73380,0.1019190730892257,73181.0,0.0467080472733383,1200,0.076,0.1546948481733465,0.1110549750718973
2017,Arizona,6654096,1128046,0.1695265592801787,54765.333333333336,0.0797492251389219,972,0.0579999999999999,0.1215173403720387,0.1486180050457499
2017,Arkansas,2890095,524211,0.1813819268916765,45869.0,0.0760376389011433,709,0.0559999999999999,0.1063855904921374,0.1640302970763506
2017,California,38242946,5773408,0.1509666122479162,71805.0,0.0654939344892519,1358,0.059,0.105003864963971,0.1330189572471362
2017,Colorado,5316870,612143,0.1151322112445856,69117.0,0.0513890691327792,1125,0.042,0.0941700595898406,0.1029183469801047
2017,Connecticut,3486033,350783,0.100625266599599,74168.0,0.0470428707932483,1123,0.061,0.0640195292570395,0.0959425530008752
2017,Delaware,918100,111304,0.1212329811567367,62852.0,0.0594314344842609,1076,0.053,0.0668296132225641,0.1358216027218655
2017,Florida,19858469,3070972,0.1546429384863455,52594.0,0.067710708212199,1077,0.055,0.1493867842391883,0.1404723985314478
2017,Georgia,9931935,1679030,0.1690536637623987,56183.0,0.0767159672309575,927,0.0579999999999999,0.1479702274864041,0.1494573917006499
2017,Hawaii,1383246,143148,0.1034870153248229,77765.0,0.0500879814581065,1507,0.042,0.0460453961906458,0.0954585718915415
2017,Idaho,1626557,236000,0.1450917490134068,52225.0,0.0596339384356035,792,0.0409999999999999,0.13082146672376507,0.128259800971366
2017,Illinois,12551822,1698613,0.1353280025800238,62992.0,0.0622624348879389,952,0.061,0.0851986900593506,0.1255428784393764
2017,Indiana,6412384,933540,0.1455839201145783,54181.0,0.0664511046125746,782,0.047,0.1030264185022526,0.134792089158486
2017,Iowa,3016358,361343,0.1197944673676002,58570.0,0.0539266227682523,740,0.036,0.0560851937534642,0.1072807203372434
2017,Kansas,2820265,361285,0.128103210159329,56422.0,0.0554962033709598,801,0.042,0.0964937358878575,0.1190103474033874
2017,Kentucky,4287887,783586,0.1827440881720997,48375.0,0.0786440967310938,713,0.055,0.0786460885694978,0.1724005812481454
2017,Louisiana,4531570,887574,0.1958645679091352,46145.0,0.0884993501148608,825,0.065,0.1243377667903917,0.1974591904260826
2017,Maine,1294998,166904,0.1288835967314235,56277.0,0.050366873153472,808,0.042,0.0902782950532586,0.1106749379042372
2017,Maryland,5856088,566966,0.0968165095879706,80776.0,0.0466668192144653,1311,0.052,0.073436154693294,0.0928389370698977
2017,Massachusetts,6552347,727546,0.1110359387254673,77385.0,0.0521877122808056,1173,0.046,0.0298336148968184,0.1045234961594239
2017,Michigan,9698121,1510841,0.155786981828748,54909.0,0.0704407585758107,824,0.059,0.0716224639862149,0.1415968111668767
2017,Minnesota,5366210,560995,0.1045421256342931,68388.0,0.04515309687843,906,0.036,0.0541868711336638,0.0949395862680352
2017,Mississippi,2890123,620007,0.2145261637653484,43529.0,0.0985708912734855,740,0.07,0.1364468714018348,0.1976638241902437
2017,Missouri,5891760,861679,0.1462515445299876,53578.0,0.0636454981194074,784,0.046,0.1042592536057115,0.134221110308212
2017,Montana,1004612,144198,0.1435360119130569,53386.0,0.0626759385713091,751,0.035,0.1167617455617802,0.1247197448934274
2017,Nebraska,1839825,220330,0.1197559550500727,59970.0,0.0506966695201989,773,0.033,0.090383629629153,0.1077238104531918
2017,Nevada,2846365,405263,0.1423791397097701,58003.0,0.0659149476613153,1017,0.059,0.1395081770102846,0.1300215720993176
2017,New Hampshire,1289255,104470,0.0810312932662661,73381.0,0.0359851231913004,1052,0.038,0.0745470101720695,0.0769621633107449
2017,New Jersey,8783989,938252,0.1068138860374255,80088.0,0.0476710524113816,1249,0.053,0.0967064085931737,0.0999493840021741
2017,New Mexico,2043896,420293,0.2056332611835435,46744.0,0.0914063142155961,809,0.066,0.1249509170523793,0.1965353463259476
2017,New York,19285448,2908471,0.1508116897258492,64894.0,0.0672452099634916,1194,0.055,0.0757634639752181,0.1407747101061993
2017,North Carolina,9783738,1579871,0.161479283275983,52752.0,0.0703328318889978,844,0.053,0.1205052635599058,0.1470009817123357
2017,North Dakota,719722,79374,0.1102842486404472,61843.0,0.0540125215013574,775,0.0289999999999999,0.080491828230348,0.1032131129559679
2017,Ohio,11289161,1683890,0.1491598888526791,54021.0,0.0687417780648181,764,0.052,0.0741240563879,0.1397020782891742
2017,Oklahoma,3780828,612714,0.1620581523412332,50051.0,0.0702198037043737,766,0.054,0.1485121066647381,0.1582871776859179
2017,Oregon,3947954,587248,0.15444057338550463,60212.0,0.0653769015545773,988,0.051,0.0883731444351809,0.1323602824183343
2017,Pennsylvania,12377251,1623537,0.1311710492095538,59195.0,0.059852951192474,885,0.053,0.0709975375084066,0.124915793630514
2017,Rhode Island,1015923,136126,0.1339924384033042,63870.0,0.0567641445267013,957,0.057,0.0670633902374094,0.1162105961773334
2017,South Carolina,4751345,790657,0.166406985811386,50570.0,0.0756745721474656,836,0.0579999999999999,0.1206009045516196,0.1539934708523118
2017,South Dakota,826297,114885,0.1390359640661893,56521.0,0.0628454417721473,696,0.035,0.097451514092028,0.1300359598613095
2017,Tennessee,6436601,1072360,0.1666034604288816,51340.0,0.0718293708123278,808,0.049,0.1087528414641976,0.149538646753076
2017,Texas,26794198,4291384,0.1601609423054946,59206.0,0.0675736963651608,952,0.051,0.1824884248395551,0.1473064920462938
2017,Utah,2946717,324856,0.1102433657524628,68358.0,0.0480280257656232,948,0.036,0.1084367633600955,0.0971479375345808
2017,Vermont,600127,68144,0.1135492987317684,57513.0,0.0498977716383365,945,0.038,0.047662610331613,0.1130943450326908
2017,Virginia,8116130,906838,0.1117328086169147,71535.0,0.0528728593553824,1166,0.046,0.0993977717518021,0.1063715420366124
2017,Washington,7037413,859950,0.1221968925228631,70979.0,0.05610754974875,1120,0.049,0.0827788972214765,0.1102819151649233
2017,West Virginia,1784004,317089,0.1777400723316763,43469.0,0.0776864850078811,681,0.067,0.0795189999021008,0.19081265067658
2017,Wisconsin,5612611,692719,0.1234218797632688,59305.0,0.0529703555083364,813,0.035,0.0649293691349603,0.1132935378305865
2017,Wyoming,569412,63398,0.1113394168018938,60434.0,0.04877838893455,828,0.052,0.118544997994664,0.1133213738540306
2017,District of Columbia,638362,111025,0.1739216933338764,82372.0,0.0937367825779103,1424,0.066,0.0470765632507274,0.1663836086715649
2018,Alabama,4742208,829400,0.1748974317448749,49861.0,0.0761162310889779,772,0.0559999999999999,0.0997847457910487,0.1680207597755418
2018,Alaska,720674,77865,0.1080446914971263,74346.0,0.0494009774183611,1231,0.068,0.1441746743480659,0.1090628116897799
2018,Arizona,6788985,1092192,0.160877067779646,59246.0,0.0750222603231558,1009,0.054,0.1094291392413578,0.1402305343851038
2018,Arkansas,2903003,510337,0.1757962358288985,47062.0,0.0724987194295011,729,0.045,0.0903717398076697,0.1724535865959675
2018,California,38407403,5487141,0.1428667540994636,75277.0,0.062521149893941,1429,0.055,0.0848598182002004,0.1280145262869046
2018,Colorado,5409817,590504,0.1091541543826713,71953.0,0.0497480783545912,1196,0.039,0.0812333720701704,0.0963762009101635
2018,Connecticut,3474901,348449,0.100275950307649,76348.0,0.0467164388280414,1156,0.055,0.0557518679421022,0.1041953854133899
2018,Delaware,923678,109798,0.1188704288723992,64805.0,0.054446462944879,1110,0.057,0.0604347933068233,0.1246213272731524
2018,Florida,20178544,2983851,0.1478724629487638,55462.0,0.0644026149755899,1128,0.052,0.1352758648495771,0.1360448441148588
2018,Georgia,10024689,1607714,0.160375449053831,58756.0,0.0725614530286176,968,0.048,0.1374500256048142,0.1434408689107498
2018,Hawaii,1383626,137516,0.0993881294511667,80212.0,0.0481213854032809,1566,0.038,0.0405864102945769,0.0883526903001053
2018,Idaho,1656621,228882,0.1381619573819238,55583.0,0.0561377647633345,825,0.04,0.110267496811942,0.1179604376625652
2018,Illinois,12523283,1635603,0.130604969958756,65030.0,0.0601846177236432,984,0.055,0.0734475042605883,0.1212512365160202
2018,Indiana,6435742,908359,0.1411428550119007,55746.0,0.0644432297006312,807,0.044,0.0912348934165731,0.1313921569805868
2018,Iowa,3030572,353634,0.116688862696547,59955.0,0.0529375312647249,766,0.036,0.0493612169220698,0.1124053850551336
2018,Kansas,2825033,350280,0.1239914719580266,58218.0,0.0545161773331497,831,0.038,0.0900254059815486,0.1196791568755131
2018,Kentucky,4302315,772080,0.1794568737993382,50247.0,0.0777574398899197,741,0.052,0.0609144185651548,0.1688295208035494
2018,Louisiana,4531598,878394,0.1938375822392012,47905.0,0.0868302969504355,850,0.064,0.1068398170410464,0.1862708731321599
2018,Maine,1296990,161743,0.1247064356702827,55602.0,0.0497151095999198,831,0.035,0.0832105121756117,0.1163962115026717
2018,Maryland,5862050,553496,0.0944202113595073,83242.0,0.0456792419034296,1357,0.049,0.0646891499537934,0.089528678761162
2018,Massachusetts,6593960,710305,0.1077205503218096,79835.0,0.0506301221117507,1225,0.048,0.0280446387404409,0.0996113626792044
2018,Michigan,9731374,1457008,0.149722742132817,56697.0,0.0672127080924029,850,0.053,0.060629213775242,0.1405086532562918
2018,Minnesota,5403634,547442,0.1013099702903638,70315.0,0.0438625191861625,944,0.034,0.0465799744724685,0.0964001163192394
2018,Mississippi,2890347,599795,0.2075166061376021,44717.0,0.0952383917917122,762,0.071,0.1267197167499188,0.1966586614413285
2018,Missouri,5907190,837930,0.1418491702484599,54478.0,0.0614530766743578,809,0.042,0.0972105519766802,0.1322973158953627
2018,Montana,1016407,139063,0.1368182234085361,55328.0,0.0597959282059253,783,0.035,0.1021930943924814,0.1302351315036117
2018,Nebraska,1850245,213790,0.115546860010431,59566.0,0.0490118876148834,805,0.035,0.0841555281135162,0.1100284641414739
2018,Nevada,2881404,393431,0.1365414221678043,58646.0,0.0637359426168631,1060,0.0559999999999999,0.1191712482359154,0.1294551631061458
2018,New Hampshire,1300664,102352,0.0786921141816795,74991.0,0.0353757772952891,1077,0.036,0.0650514272271371,0.0763868457918637
2018,New Jersey,8707826,904132,0.1038298192912903,81740.0,0.0461938490732359,1295,0.049,0.0846597505092665,0.0952173079229192
2018,New Mexico,2050855,410389,0.2001062971297336,47169.0,0.0883689973206297,828,0.061,0.1071237981925866,0.1946895322501327
2018,New York,19108993,2797985,0.1464224200615909,67844.0,0.0659741724747086,1240,0.05,0.0647707695151429,0.1361198838254726
2018,North Carolina,9881292,1523949,0.1542256822285992,53855.0,0.0671521497391231,877,0.05,0.1106024488870663,0.1403774749810181
2018,North Dakota,727322,79270,0.1089888660043282,63837.0,0.0547735390927264,806,0.0279999999999999,0.0740043002223456,0.1067993717684013
2018,Ohio,11319092,1645986,0.1454167878483539,56111.0,0.0663228993986443,788,0.049,0.0648076067906563,0.138939514380182
2018,Oklahoma,3802004,607810,0.1598656918824914,51924.0,0.0694417996404001,793,0.044,0.1421655590207131,0.1560639964110057
2018,Oregon,4004544,565247,0.1411514020073196,63426.0,0.0624140975851432,1050,0.05,0.0726582622332649,0.1255901206425647
2018,Pennsylvania,12380149,1578949,0.1275387719485444,60905.0,0.0578080279970782,915,0.049,0.0624106538468168,0.1224681297401968
2018,Rhode Island,1016029,133055,0.1309559077546015,64340.0,0.0552494072511709,981,0.055,0.052137664416325,0.1290791947417973
2018,South Carolina,4814032,770632,0.1600803650661233,52306.0,0.0719255709143603,868,0.053,0.1101627359145906,0.1527305503974515
2018,South Dakota,834921,113144,0.1355146175506425,56274.0,0.0625520258802928,722,0.03,0.0938675351697702,0.1309520318059545
2018,Tennessee,6488786,1046508,0.1612794750820878,52375.0,0.0695187050397408,841,0.055,0.1009325006494683,0.153114343406563
2018,Texas,27264694,4213938,0.1545565851573467,60629.0,0.0657495367452134,998,0.049,0.1737894337752203,0.1489132176649668
2018,Utah,2997963,309904,0.1033715225971768,71414.0,0.0459775520912032,988,0.032,0.0999347922342816,0.0902533121779112
2018,Vermont,600334,67034,0.1116611752790946,60782.0,0.0494024992754033,972,0.038,0.0409794214213696,0.1097909227440329
2018,Virginia,8162107,893580,0.1094790842609635,72577.0,0.0521886076720141,1202,0.042,0.0921898028725821,0.1070470511290105
2018,Washington,7161708,821621,0.1147241691507109,74073.0,0.0526558748276249,1194,0.043,0.0678766089800268,0.1025616044846354
2018,West Virginia,1776501,315464,0.1775760328871191,44097.0,0.0764812403708188,711,0.0579999999999999,0.0648935992934393,0.1780395055307286
2018,Wisconsin,5628213,668220,0.1187268498900094,60773.0,0.051332456678523,837,0.032,0.0577308285049645,0.1104693906766507
2018,Wyoming,567950,63311,0.1114728409190949,61584.0,0.048821199049212,843,0.039,0.1134540838539453,0.1105855080284145
2018,District of Columbia,650912,109497,0.1682208962194582,85203.0,0.0920124379332382,1487,0.075,0.0401745325973143,0.16150970582828
