sumlev,region,division,state,name,year,popestimate,npopchg,births,deaths,naturalinc,internationalmig,domesticmig,netmig,residual,rbirth,rdeath,rnaturalinc,rinternationalmig,rdomesticmig,rnetmig
40,3,6,21,Kentucky,2010,4348181,8848,13687,10554,3133,1510,4041,5551,164,12.497609402222222,10.250328828511112,2.2472805737111106,1.2281711088666667,-0.43506472998888884,0.7931063788777778
40,3,6,21,Kentucky,2011,4369821,21640,55309,42508,12801,5010,3852,8862,-23,12.688457745,9.7517756936,2.9366820517,1.1493459166,0.8836887167,2.0330346334
40,3,6,21,Kentucky,2012,4386346,16525,55306,42857,12449,7784,-3564,4220,-144,12.632468065,9.7889864366,2.8434816284,1.777946903,-0.814054826,0.9638920774
40,3,6,21,Kentucky,2013,4404659,18313,56046,44417,11629,8844,-2091,6753,-69,12.750760579,10.105101749,2.6456588297,2.012056642,-0.475713528,1.5363431144
40,3,6,21,Kentucky,2014,4414349,9690,55758,43645,12113,4993,-7102,-2109,-314,12.644959615,9.8979386344,2.7470209801,1.1323269012,-1.610611987,-0.478285086
40,3,6,21,Kentucky,2015,4425976,11627,55943,46309,9634,7417,-5275,2142,-149,12.656322024,10.476764146,2.1795578782,1.6779926077,-1.193395039,0.4845975685
40,3,6,21,Kentucky,2016,4438182,12206,55681,46715,8966,7095,-3752,3343,-103,12.56317859,10.540200209,2.022978381,1.6008288661,-0.846555307,0.7542735588
40,3,6,21,Kentucky,2017,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352580578,10.919807209,1.4327733692,1.3308662666,0.4355235112,1.7663897778
40,3,6,21,Kentucky,2018,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212594917,10.452103631,1.7604912861,0.2008207623,0.0507100472,0.2515308096
40,3,6,21,Kentucky,2019,4467673,6520,53471,46074,7397,765,-1541,-776,-101,11.977162507,10.320281748,1.656880759,0.1713551143,-0.345174158,-0.173819044
40,3,7,22,Louisiana,2010,4544532,11045,14574,9182,5392,1201,4107,5308,345,13.437249360777777,9.445803830222223,3.9914455307444445,1.0501350839666665,-2.5321449001666667,-1.4820098162111113
40,3,7,22,Louisiana,2011,4575625,31093,62290,40767,21523,6728,2728,9456,114,13.659852566,8.939977678,4.7198748881,1.4754131974,0.5982353155,2.0736485128
40,3,7,22,Louisiana,2012,4600972,25347,62286,40733,21553,4152,-591,3561,233,13.574966842,8.8775828338,4.6973840085,0.9049106112,-0.128805918,0.7761046933
40,3,7,22,Louisiana,2013,4624527,23555,62541,43787,18754,6115,-1614,4501,300,13.558290993,9.4926030559,4.0656879373,1.3256735489,-0.349899772,0.9757737766
40,3,7,22,Louisiana,2014,4644013,19486,64226,43592,20634,4643,-5764,-1121,-27,13.858924922,9.4064437333,4.4524811891,1.0018837918,-1.243777337,-0.241893545
40,3,7,22,Louisiana,2015,4664628,20615,64390,43973,20417,6107,-5865,242,-44,13.834457683,9.4477808307,4.3866768522,1.3121141958,-1.260119495,0.0519947004
40,3,7,22,Louisiana,2016,4678135,13507,63993,43677,20316,6417,-13144,-6727,-82,13.698945376,9.3499107277,4.3490346485,1.3736835666,-2.813728658,-1.440045092
40,3,7,22,Louisiana,2017,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531393,9.629365382,3.7181660114,0.6984932122,-6.041271001,-5.342777789
40,3,7,22,Louisiana,2018,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833525361,9.9114171646,2.9221081965,0.7058760483,-5.953966936,-5.248090887
40,3,7,22,Louisiana,2019,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,12.568749111,9.957153066,2.6115960451,0.6531675835,-5.5959703,-4.942802716
40,1,1,23,Maine,2010,1327629,-729,3442,3102,340,294,-1309,-1015,-54,9.436020026866668,10.361697897266668,-0.9256778705555555,0.9399511527444443,1.4339939172555554,2.373945069888889
40,1,1,23,Maine,2011,1328284,655,12623,13026,-403,1102,-3,1099,-41,9.5055824494,9.8090562454,-0.303473796,0.8298464596,-0.00225911,0.8275873494
40,1,1,23,Maine,2012,1327729,-555,12799,12752,47,476,-872,-396,-206,9.6377540321,9.602362639,0.035391393,0.3584319806,-0.656623292,-0.298191312
40,1,1,23,Maine,2013,1328009,280,12869,13406,-537,1742,-783,959,-142,9.691468059,10.095875421,-0.404407362,1.3118763974,-0.589666601,0.7222097963
40,1,1,23,Maine,2014,1330513,2504,12704,13350,-646,2994,320,3314,-164,9.5571900477,10.043174365,-0.485984318,2.2523793296,0.2407352657,2.4931145953
40,1,1,23,Maine,2015,1328262,-2251,12652,14175,-1523,623,-1253,-630,-98,9.5171648598,10.662805239,-1.145640379,0.4686368722,-0.942539327,-0.473902455
40,1,1,23,Maine,2016,1331317,3055,12647,14172,-1525,1966,2660,4626,-46,9.5105277941,10.65732584,-1.146798046,1.4784294808,2.0003165915,3.4787460722
40,1,1,23,Maine,2017,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408339082,10.916269713,-1.575435805,0.4711303264,3.6122492384,4.0833795649
40,1,1,23,Maine,2018,1339057,4445,12252,14416,-2164,874,5768,6642,-33,9.1649340289,10.783683395,-1.618749367,0.6537832469,4.3146702153,4.9684534623
40,1,1,23,Maine,2019,1344212,5155,12073,14335,-2262,852,6613,7465,-48,8.9987250626,10.684728218,-1.686003155,0.6350462812,4.9290622744,5.5641085556
40,3,5,24,Maryland,2010,5788645,14851,18468,10608,7860,6545,851,7396,-405,12.179989890333331,7.914524438766667,4.265465451544445,3.5961975391444443,-2.9840047349444445,0.6121928041444444
40,3,5,24,Maryland,2011,5839419,50774,73541,43692,29849,20485,519,21004,-79,12.64888119,7.5149225185,5.133958671,3.5233724204,0.0892667945,3.6126392149
40,3,5,24,Maryland,2012,5886992,47573,72733,43467,29266,25540,-6440,19100,-793,12.404989046,7.4135214943,4.9914675513,4.3559789948,-1.098375283,3.2576037118
40,3,5,24,Maryland,2013,5923188,36196,72361,45721,26640,21154,-11012,10142,-586,12.254004596,7.7426423645,4.5113622316,3.5823332075,-1.864831865,1.7175013421
40,3,5,24,Maryland,2014,5957283,34095,72753,44767,27986,23126,-16479,6647,-538,12.247494228,7.5362332015,4.7112610266,3.8931116452,-2.77413244,1.1189792055
40,3,5,24,Maryland,2015,5985562,28279,74134,47192,26942,27296,-25651,1645,-308,12.414797312,7.9029745425,4.5118227692,4.5711051261,-4.295626377,0.275478749
40,3,5,24,Maryland,2016,6003323,17761,73397,47258,26139,21413,-29709,-8296,-82,12.2441745,7.8836355508,4.3605389492,3.5721420299,-4.956090579,-1.383948549
40,3,5,24,Maryland,2017,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225661,8.2868892662,3.6763363948,3.7609779374,-3.999936477,-0.23895854
40,3,5,24,Maryland,2018,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295768,8.4322373664,3.4070584021,2.6217964505,-4.038750646,-1.416954195
40,3,5,24,Maryland,2019,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046712,8.5176636442,3.0853830681,2.4849600405,-3.917565742,-1.432605702
40,1,1,25,Massachusetts,2010,6566307,18522,18645,12303,6342,8872,3563,12435,-255,10.600694460444444,8.297561509766666,2.3031329506555553,5.799667615800001,-2.6481702549999997,3.1514973607555556
40,1,1,25,Massachusetts,2011,6613583,47276,73185,53998,19187,33717,-5472,28245,-156,11.105555509,8.1939985842,2.911556925,5.116431169,-0.830355944,4.2860752252
40,1,1,25,Massachusetts,2012,6663005,49422,72224,52393,19831,38241,-7745,30496,-905,10.879903783,7.8925398604,2.9873639221,5.7606668219,-1.166715424,4.5939513978
40,1,1,25,Massachusetts,2013,6713315,50310,72157,54784,17373,36877,-3094,33783,-846,10.788767015,8.1911915983,2.5975754169,5.5137735939,-0.46260855,5.0511650439
40,1,1,25,Massachusetts,2014,6762596,49281,71950,54721,17229,43948,-10782,33166,-1114,10.678313325,8.121306233,2.5570070921,6.5224532872,-1.600188663,4.9222646246
40,1,1,25,Massachusetts,2015,6794228,31632,71919,57490,14429,40282,-22573,17709,-506,10.610007182,8.4813375168,2.1286696648,5.9426898217,-3.33013101,2.6125588117
40,1,1,25,Massachusetts,2016,6823608,29380,71410,55981,15429,44261,-30169,14092,-141,10.487716257,8.2217174594,2.2659987975,6.5004454452,-4.430806774,2.0696386709
40,1,1,25,Massachusetts,2017,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343191826,8.5025670161,1.8406248098,7.131854758,-3.655378851,3.4764759073
40,1,1,25,Massachusetts,2018,6882635,22846,70696,58890,11806,38352,-27223,11129,-89,10.288723445,8.5705403937,1.7181830513,5.5815480588,-3.961892021,1.6196560374
40,1,1,25,Massachusetts,2019,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,10.224071802,8.502854926,1.7212168764,4.1271455865,-4.395455058,-0.268309472
40,2,3,26,Michigan,2010,9877510,-6606,29100,22108,6992,4576,-18629,-14053,455,11.344874496333334,9.438870456611111,1.9060040397111113,2.109217453344444,-2.770545509666667,-0.6613280564666667
40,2,3,26,Michigan,2011,9882412,4902,113972,89833,24139,21595,-40878,-19283,46,11.535673066,9.0924447981,2.4432282678,2.1857373728,-4.137465725,-1.951728352
40,2,3,26,Michigan,2012,9897145,14733,113075,89037,24038,23918,-32963,-9045,-260,11.433521994,9.0029316632,2.4305903312,2.4184565913,-3.333037236,-0.914580645
40,2,3,26,Michigan,2013,9913065,15920,113019,92325,20694,23211,-28210,-4999,225,11.410176873,9.3209511661,2.0892257073,2.3433370974,-2.848026346,-0.504689249
40,2,3,26,Michigan,2014,9929848,16783,114518,91840,22678,23108,-28444,-5336,-559,11.542458509,9.2567054041,2.2857531049,2.3290935157,-2.866917776,-0.53782426
40,2,3,26,Michigan,2015,9931715,1867,113802,96307,17495,21215,-36387,-15172,-456,11.459521086,9.6978269031,1.7616941829,2.1362870586,-3.664062088,-1.52777503
40,2,3,26,Michigan,2016,9950571,18856,113314,94761,18553,27665,-27092,573,-270,11.398488081,9.5322036913,1.86628439,2.7828791921,-2.725239945,0.0576392473
40,2,3,26,Michigan,2017,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299616512,9.7878479809,1.5117685308,2.1032253823,-1.322245358,0.7809800245
40,2,3,26,Michigan,2018,9984072,10958,110376,96260,14116,13645,-16639,-2994,-164,11.06127888,9.6466505849,1.4146282948,1.3674272515,-1.667469552,-0.300042301
40,2,3,26,Michigan,2019,9986857,2785,109472,95983,13489,13146,-23670,-10524,-180,10.963135466,9.6122719178,1.3508635477,1.3165136184,-2.370445561,-1.053931943
40,2,4,27,Minnesota,2010,5310828,6901,17496,9361,8135,2935,-4035,-1100,-134,12.592804574777778,7.664575501433333,4.928229073333334,2.2672177873555555,-0.46373288571111115,1.8034849016444443
40,2,4,27,Minnesota,2011,5346143,35315,68367,39959,28408,11811,-4853,6958,-51,12.830475001,7.4991289739,5.3313460269,2.2165772995,-0.910765357,1.3058119422
40,2,4,27,Minnesota,2012,5376643,30500,68043,39303,28740,11227,-9113,2114,-354,12.691291237,7.3307440809,5.3605471563,2.0940453349,-1.699744824,0.3943005111
40,2,4,27,Minnesota,2013,5413479,36836,68955,41318,27637,10994,-1373,9621,-422,12.781134449,7.6584861598,5.1226482889,2.0377897488,-0.254492025,1.7832977236
40,2,4,27,Minnesota,2014,5451079,37600,69903,40795,29108,15877,-6701,9176,-684,12.868079861,7.5097394666,5.3583403945,2.9227143893,-1.233552253,1.6891621362
40,2,4,27,Minnesota,2015,5482032,30953,69711,42860,26851,16400,-11865,4535,-433,12.752271517,7.8404033399,4.9118681773,3.0000610073,-2.170470967,0.8295900407
40,2,4,27,Minnesota,2016,5522744,40712,69808,42608,27200,16197,-2475,13722,-210,12.686855234,7.7435469836,4.9433082509,2.9436310198,-0.449804703,2.4938263169
40,2,4,27,Minnesota,2017,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599084,7.9304000532,4.6171990303,1.9125304108,1.3582861679,3.2708165787
40,2,4,27,Minnesota,2018,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.14788589,7.7859175211,4.3619683689,1.6569286011,1.1753882017,2.8323168027
40,2,4,27,Minnesota,2019,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.0296489,7.6828129339,4.346835966,1.6206822747,0.011559788,1.6322420627
40,3,6,28,Mississippi,2010,2970548,2418,9423,6648,2775,590,-1068,-478,121,12.786422800777776,10.33296322488889,2.4534595758111113,0.6833784903222223,-2.945384411666667,-2.2620059216666664
40,3,6,28,Mississippi,2011,2978731,8183,39734,29165,10569,2103,-4551,-2448,62,13.357585012,9.8045494252,3.5530355863,0.7069764252,-1.529933291,-0.822956866
40,3,6,28,Mississippi,2012,2983816,5085,39430,29060,10370,1975,-7558,-5583,298,13.225891553,9.7475122628,3.4783792899,0.6624685726,-2.535158213,-1.872689641
40,3,6,28,Mississippi,2013,2988711,4895,38489,30679,7810,1722,-4719,-2997,82,12.888681792,10.273373398,2.6153083946,0.57664034,-1.580235636,-1.003595296
40,3,6,28,Mississippi,2014,2990468,1757,38723,30592,8131,2588,-8968,-6380,6,12.952614397,10.232843004,2.7197713934,0.8656706882,-2.999742941,-2.134072253
40,3,6,28,Mississippi,2015,2988471,-1997,38577,31487,7090,3187,-12296,-9109,22,12.90429623,10.532637981,2.3716582491,1.0660754358,-4.113104348,-3.047028913
40,3,6,28,Mississippi,2016,2987938,-533,38159,31490,6669,850,-8032,-7182,-20,12.76987569,10.538100722,2.2317749672,0.2844517502,-2.687901715,-2.403449965
40,3,6,28,Mississippi,2017,2988510,572,37532,31950,5582,2492,-7490,-4998,-12,12.559968731,10.691969544,1.8679991861,0.8339401598,-2.506505536,-1.672565377
40,3,6,28,Mississippi,2018,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.339999966,10.588103251,1.7518967155,0.6744249547,-4.950138453,-4.275713498
40,3,6,28,Mississippi,2019,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,12.078891836,10.587579436,1.4913124002,0.4797580864,-3.605739572,-3.125981486
40,2,4,29,Missouri,2010,5995974,7024,19015,13194,5821,1871,-502,1369,-166,12.277853890777777,9.657100535533333,2.6207533553666664,1.1095277487333335,-1.1032013295555556,0.006326419033333332
40,2,4,29,Missouri,2011,6010275,14301,76256,55939,20317,8387,-14354,-5967,-49,12.702718393,9.3183141546,3.3844042382,1.3971057905,-2.391088174,-0.993982384
40,2,4,29,Missouri,2012,6024367,14092,75442,55619,19823,6476,-11827,-5351,-380,12.537473071,9.2431499001,3.2943231714,1.076226447,-1.965492617,-0.88926617
40,2,4,29,Missouri,2013,6040715,16348,75168,57558,17610,5415,-6349,-934,-328,12.460420907,9.5412530143,2.9191678929,0.8976316945,-1.052458657,-0.154826963
40,2,4,29,Missouri,2014,6056202,15487,75796,57101,18695,6218,-8993,-2775,-433,12.531457395,9.4405872174,3.0908701779,1.0280305304,-1.486825114,-0.458794584
40,2,4,29,Missouri,2015,6071732,15530,75145,59996,15149,9091,-8347,744,-363,12.392052925,9.8938533142,2.4981996109,1.4991836202,-1.37649166,0.1226919606
40,2,4,29,Missouri,2016,6087135,15403,74882,59195,15687,5584,-5789,-205,-79,12.317266074,9.7369269686,2.5803391056,0.9185066339,-0.952226881,-0.033720247
40,2,4,29,Missouri,2017,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766546,10.062158613,2.0366079333,1.3300196288,-0.147287906,1.1827317232
40,2,4,29,Missouri,2018,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797364,9.8659722988,1.9628250648,0.941259749,-0.441108174,0.5001515747
40,2,4,29,Missouri,2019,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732342,9.8116893388,1.8200430033,0.8977856443,-0.115832783,0.7819528608
40,4,8,30,Montana,2010,990697,1290,3063,2410,653,347,306,653,-16,11.791972707222223,9.325782706333333,2.4661900010777784,0.6518006829888888,5.277602833388889,5.9294035163666665
40,4,8,30,Montana,2011,997316,6619,12002,9118,2884,435,3297,3732,3,12.074367723,9.1729782451,2.9013894778,0.4376228928,3.3168797186,3.7545026114
40,4,8,30,Montana,2012,1003783,6467,12035,8962,3073,326,3019,3345,49,12.028390399,8.9570780856,3.0713123139,0.3258209614,3.0173419706,3.343162932
40,4,8,30,Montana,2013,1013569,9786,12207,9439,2768,1647,5318,6965,53,12.102003022,9.3578116263,2.7441913955,1.6328335362,5.2722578905,6.9050914268
40,4,8,30,Montana,2014,1021869,8300,12380,9370,3010,609,4629,5238,52,12.164457969,9.2068635842,2.9575943851,0.5983970035,4.5484067803,5.1468037838
40,4,8,30,Montana,2015,1030475,8606,12582,9682,2900,585,5074,5659,47,12.261102427,9.4350654666,2.8260369607,0.5700798697,4.9445901857,5.5146700553
40,4,8,30,Montana,2016,1040859,10384,12430,9923,2507,849,6996,7845,32,12.00192726,9.5812650205,2.4206622399,0.8197615643,6.7550670244,7.5748285887
40,4,8,30,Montana,2017,1052482,11623,12194,10260,1934,949,8699,9648,41,11.650275803,9.8025118698,1.8477639333,0.9066845774,8.311116058,9.2178006354
40,4,8,30,Montana,2018,1060665,8183,11552,9666,1886,288,5996,6284,13,10.93345612,9.1484406906,1.7850154296,0.2725792385,5.6749483117,5.9475275501
40,4,8,30,Montana,2019,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911773642,9.2700297683,1.6417438739,0.3024265031,5.6578175607,5.9602440638
40,2,4,31,Nebraska,2010,1829542,3237,6509,3653,2856,650,-247,403,-22,13.831702849666668,8.4674832226,5.364219627,2.0280146929666665,-1.1669896651111111,0.861025027811111
40,2,4,31,Nebraska,2011,1840672,11130,25722,15621,10101,2073,-1013,1060,-31,14.016621374,8.5123101814,5.5043111928,1.1296344028,-0.552011409,0.5776229942
40,2,4,31,Nebraska,2012,1853303,12631,25763,15220,10543,3169,-993,2176,-88,13.948659642,8.2404455905,5.7082140513,1.7157668907,-0.537632225,1.1781346652
40,2,4,31,Nebraska,2013,1865279,11976,26029,16174,9855,3083,-878,2205,-84,13.99942236,8.6990148395,5.3004075209,1.6581589434,-0.472223014,1.1859359293
40,2,4,31,Nebraska,2014,1879321,14042,26467,15683,10784,4992,-1653,3339,-81,14.136089302,8.3763285798,5.7597607221,2.6662393847,-0.882871335,1.78336805
40,2,4,31,Nebraska,2015,1891277,11956,26859,16557,10302,4045,-2297,1748,-94,14.246546569,8.7821613442,5.4643852248,2.1455482658,-1.21837438,0.9271738859
40,2,4,31,Nebraska,2016,1905616,14339,26619,16135,10484,5871,-1963,3908,-53,14.021464392,8.4990543584,5.5224100337,3.092528549,-1.034003329,2.0585252205
40,2,4,31,Nebraska,2017,1915947,10331,26226,16881,9345,4642,-3599,1043,-57,13.725274188,8.8346051079,4.8906690796,2.4293724845,-1.883522527,0.5458499572
40,2,4,31,Nebraska,2018,1925614,9667,25470,15731,9739,3280,-3334,-54,-18,13.260234577,8.1898998871,5.0703346895,1.7076391602,-1.735752732,-0.028113572
40,2,4,31,Nebraska,2019,1934408,8794,25343,15582,9761,3295,-4220,-925,-42,13.131013243,8.0735291146,5.0574841283,1.7072441556,-2.186516035,-0.47927188
40,4,8,32,Nevada,2010,2702405,1728,8898,4939,3959,911,-3055,-2144,-87,12.50126531877778,7.921881888577778,4.579383430277777,0.8531411425666666,9.041768864455555,9.894910006777778
40,4,8,32,Nevada,2011,2712730,10325,35845,20204,15641,795,-6054,-5259,-57,13.238820454,7.4620484993,5.7767719549,0.2936214887,-2.235955336,-1.942333848
40,4,8,32,Nevada,2012,2743996,31266,34708,20414,14294,3358,13402,16760,212,12.721181162,7.4821422223,5.2390389402,1.230774644,4.9121029716,6.1428776156
40,4,8,32,Nevada,2013,2775970,31974,35082,21249,13833,4222,13900,18122,19,12.710947857,7.6989604646,5.0119873927,1.5297195671,5.0362629045,6.5659824716
40,4,8,32,Nevada,2014,2817628,41658,35223,21248,13975,3582,23725,27307,376,12.594040544,7.597256721,4.9967838232,1.2807498859,8.482912072,9.7636619578
40,4,8,32,Nevada,2015,2866939,49311,36228,22454,13774,6219,29035,35254,283,12.746089544,7.8999860499,4.8461034939,2.1880294489,10.215377882,12.403407331
40,4,8,32,Nevada,2016,2917563,50624,36290,23312,12978,2585,34931,37516,130,12.547320409,8.0601579877,4.4871624212,0.8937675188,12.077444178,12.971211696
40,4,8,32,Nevada,2017,2969905,52342,36152,24504,11648,2679,37822,40501,193,12.281000933,8.3241216768,3.9568792561,0.9100686407,12.848307626,13.758376266
40,4,8,32,Nevada,2018,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464608,8.3858491047,3.5196155035,-0.330818512,15.890627131,15.559808619
40,4,8,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522358,8.3864142709,3.3801080868,-0.317642399,14.148840351,13.831197952
40,1,1,33,New Hampshire,2010,1316762,300,3269,2538,731,448,-802,-354,-77,9.248877318911111,8.644493165422224,0.6043841534555555,2.1518723468666665,0.8713075156333333,3.0231798624555553
40,1,1,33,New Hampshire,2011,1320202,3440,12986,10741,2245,2888,-1677,1211,-16,9.8492053741,8.1464896752,1.7027156988,2.1903977453,-1.27191725,0.918480495
40,1,1,33,New Hampshire,2012,1324232,4030,12363,10516,1847,3241,-896,2345,-162,9.3502049966,7.9533087232,1.3968962735,2.4511861517,-0.677649735,1.7735364165
40,1,1,33,New Hampshire,2013,1326622,2390,12600,10888,1712,2520,-1714,806,-128,9.5063703999,8.2147111836,1.2916592162,1.90127408,-1.293168164,0.6081059161
40,1,1,33,New Hampshire,2014,1333341,6719,12215,11154,1061,2815,2964,5779,-121,9.1843382784,8.3865828209,0.7977554575,2.1165707944,2.2286024279,4.3451732223
40,1,1,33,New Hampshire,2015,1336350,3009,12378,11990,388,3885,-1133,2752,-131,9.2729832778,8.9823129343,0.2906703435,2.9104491868,-0.848787369,2.0616618178
40,1,1,33,New Hampshire,2016,1342307,5957,12355,11837,518,3770,1719,5489,-50,9.224771966,8.8380109883,0.3867609776,2.8148434085,1.2834789971,4.0983224056
40,1,1,33,New Hampshire,2017,1348787,6480,12251,12352,-101,2490,4126,6616,-35,9.1048473223,9.1799097319,-0.07506241,1.850548513,3.0664109095,4.9169594225
40,1,1,33,New Hampshire,2018,1353465,4678,12023,12378,-355,2292,2784,5076,-43,8.8985039145,9.1612477297,-0.262743815,1.6963628855,2.0605036096,3.7568664951
40,1,1,33,New Hampshire,2019,1359711,6246,12004,12125,-121,1947,4469,6416,-49,8.8486703406,8.9378647017,-0.089194361,1.4352183566,3.2942942146,4.7295125712
40,1,2,34,New Jersey,2010,8799446,7468,26541,17109,9432,6995,-8741,-1746,-218,11.611063055222225,8.184301109133335,3.426761946077778,3.657762111466667,-6.048381585222222,-2.390619473666667
40,1,2,34,New Jersey,2011,8828117,28671,106677,71062,35615,34119,-41078,-6959,15,12.103431427,8.0626005988,4.0408308284,3.8710966456,-4.660655588,-0.789558942
40,1,2,34,New Jersey,2012,8844942,16825,104508,69000,35508,27597,-46100,-18503,-180,11.826815041,7.8084954054,4.0183196356,3.1230586623,-5.216980264,-2.093921601
40,1,2,34,New Jersey,2013,8856972,12030,103457,72453,31004,28443,-47391,-18948,-26,11.688792523,8.1858944745,3.5028980482,3.2135508059,-5.35433626,-2.140785454
40,1,2,34,New Jersey,2014,8864525,7553,103320,70501,32819,29837,-55253,-25416,150,11.660414467,7.9565513004,3.7038631669,3.3673227493,-6.235703451,-2.868380702
40,1,2,34,New Jersey,2015,8867949,3424,103115,72547,30568,41051,-68366,-27315,171,11.630074856,8.1823889887,3.4476858672,4.6300363954,-7.710824784,-3.080788389
40,1,2,34,New Jersey,2016,8870827,2878,102906,71177,31729,38619,-67547,-28928,77,11.602378879,8.0250181861,3.5773606928,4.3541899396,-7.615745303,-3.261555363
40,1,2,34,New Jersey,2017,8885525,14698,101676,74783,26893,44396,-56601,-12205,10,11.452352375,8.4232391879,3.0291131872,5.000576695,-6.375296007,-1.374719312
40,1,2,34,New Jersey,2018,8886025,500,100724,75450,25274,26340,-51151,-24811,37,11.33542094,8.4910995383,2.8443214013,2.9642884273,-5.756504075,-2.792215648
40,1,2,34,New Jersey,2019,8882190,-3835,99501,75723,23778,21284,-48946,-27662,49,11.199886989,8.5234223021,2.6764646871,2.3957386828,-5.509388535,-3.113649852
40,4,8,35,New Mexico,2010,2064552,5353,6649,3836,2813,387,2069,2456,84,12.233274531,8.407088193133333,3.8261863376777776,1.3949969715333335,-3.4868825591777775,-2.091885587666667
40,4,8,35,New Mexico,2011,2080450,15898,27795,16369,11426,3991,493,4484,-12,13.411332492,7.8981867801,5.5131457114,1.9256926776,0.2378768454,2.163569523
40,4,8,35,New Mexico,2012,2087309,6859,27040,16470,10570,3650,-7247,-3597,-114,12.975798265,7.9035280111,5.0722702536,1.7515408161,-3.4776483,-1.726107484
40,4,8,35,New Mexico,2013,2092273,4964,26723,16792,9931,5549,-10583,-5034,67,12.787403142,8.0352532861,4.7521498561,2.6552894524,-5.064142778,-2.408853326
40,4,8,35,New Mexico,2014,2089568,-2705,26364,17139,9225,1780,-13779,-11999,69,12.608800765,8.1968683171,4.4119324479,0.8512997027,-6.589920564,-5.738620861
40,4,8,35,New Mexico,2015,2089291,-277,26054,17633,8421,3736,-12431,-8695,-3,12.469432446,8.4391457094,4.0302867362,1.7880478858,-5.949470896,-4.16142301
40,4,8,35,New Mexico,2016,2091630,2339,25263,18141,7122,2437,-7165,-4728,-55,12.084897084,8.6779922414,3.4069048423,1.1657718479,-3.427474473,-2.261702625
40,4,8,35,New Mexico,2017,2091784,154,24131,18527,5604,2076,-7499,-5423,-27,11.536510611,8.8573590852,2.6791515255,0.9924908221,-3.585110152,-2.59261933
40,4,8,35,New Mexico,2018,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185976903,8.8774711586,2.3085057444,0.6868163053,-2.506377665,-1.81956136
40,4,8,35,New Mexico,2019,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319071,8.7779891492,2.2613299217,0.7380232339,-1.01967505,-0.281651816
40,1,2,36,New York,2010,19399878,21734,61427,35112,26315,18839,-22616,-3777,-804,12.012624288777777,7.858062925355556,4.154561363266667,3.854154272833333,-7.696604294666666,-3.842450021766667
40,1,2,36,New York,2011,19499241,99363,243118,149781,93337,86625,-80582,6043,-17,12.499923199,7.7009970329,4.7989261659,4.4538283759,-4.143127252,0.3107011241
40,1,2,36,New York,2012,19572932,73691,239915,146882,93033,89588,-108406,-18818,-524,12.280606968,7.5184966037,4.7621103643,4.5857700313,-5.549013105,-0.963243073
40,1,2,36,New York,2013,19624447,51515,239882,152549,87333,77368,-112483,-35115,-703,12.239695925,7.7836326761,4.4560632485,3.9476108849,-5.739312315,-1.79170143
40,1,2,36,New York,2014,19651049,26602,237017,148838,88179,83963,-145432,-61469,-108,12.069459288,7.5791786309,4.4902806574,4.2755920893,-7.405737155,-3.130145066
40,1,2,36,New York,2015,19654666,3617,239352,153893,85459,83817,-165857,-82040,198,12.178992292,7.8305661149,4.3484261767,4.2648759856,-8.43933255,-4.174456564
40,1,2,36,New York,2016,19633428,-21238,235832,151605,84227,88346,-194013,-105667,202,12.005265514,7.7176052368,4.2876602769,4.497342121,-9.876427194,-5.379085073
40,1,2,36,New York,2017,19589572,-43856,231376,155137,76239,67742,-187910,-120168,73,11.797975678,7.9105116896,3.887463988,3.4541977921,-9.581623027,-6.127425235
40,1,2,36,New York,2018,19530351,-59221,226993,160899,66094,55959,-181262,-125303,-12,11.604981942,8.2259364365,3.3790455058,2.8608952017,-9.266991655,-6.406096454
40,1,2,36,New York,2019,19453561,-76790,222924,164817,58107,45753,-180649,-134896,-1,11.436717793,8.4556419068,2.9810758859,2.3472759737,-9.267874399,-6.920598425
